date,state,positiveIncrease,negativeIncrease,hospitalizedCurrently,hospitalizedIncrease,deathIncrease
9/29/2020,ND,418,693,105,20,8
9/29/2020,NE,515,3681,214,21,2
9/29/2020,NH,25,812,13,1,0
9/29/2020,NJ,456,0,443,41,10
9/29/2020,NM,141,4035,76,20,3
9/29/2020,NV,404,2643,446,0,8
9/29/2020,NY,1189,87042,541,0,2
9/29/2020,OH,1105,34096,672,106,37
9/29/2020,OK,1025,30709,618,93,11
9/29/2020,OR,297,4057,173,20,8
9/29/2020,PA,988,11270,507,0,16
9/29/2020,PR,1045,0,353,0,6
9/29/2020,RI,132,2082,103,49,3
9/29/2020,SC,1179,25307,690,40,22
9/29/2020,SD,259,543,211,23,5
9/29/2020,TN,879,12260,909,53,31
9/29/2020,TX,3541,25530,3251,0,71
9/29/2020,UT,694,3709,195,50,4
9/29/2020,VA,923,11525,958,161,15
9/29/2020,VI,1,212,,0,1
9/29/2020,VT,4,818,5,0,0
9/29/2020,WA,369,10888,278,22,0
9/29/2020,WI,2447,8397,646,67,17
9/29/2020,WV,180,4863,172,0,8
9/29/2020,WY,67,360,22,3,0
9/28/2020,AK,118,1688,43,0,0
9/28/2020,AL,662,4606,753,239,0
9/28/2020,AR,807,56285,491,13,21
9/28/2020,AS,0,0,,0,0
9/28/2020,AZ,273,5134,468,4,0
9/28/2020,CA,2955,148399,3160,0,21
9/28/2020,CO,569,9970,263,3,0
9/28/2020,CT,560,51495,75,0,2
9/28/2020,DC,14,1875,90,0,0
9/28/2020,DE,129,1662,60,0,1
9/28/2020,FL,738,7493,2122,73,5
9/28/2020,GA,596,11633,1849,18,15
9/28/2020,GU,36,456,28,0,3
9/28/2020,HI,98,1807,148,14,1
9/28/2020,IA,366,327,353,0,6
9/28/2020,ID,205,1868,135,3,0
9/28/2020,IL,1709,39433,1491,0,13
9/28/2020,IN,872,6562,957,58,11
9/28/2020,KS,2037,9102,270,36,5
9/28/2020,KY,448,17692,507,15,5
9/28/2020,LA,240,6229,563,0,15
9/28/2020,MA,430,12682,418,3,11
9/28/2020,MD,477,8259,315,30,3
9/28/2020,ME,12,2188,8,1,0
9/28/2020,MI,1329,49604,557,0,7
9/28/2020,MN,904,12449,340,53,7
9/28/2020,MO,1280,3572,1137,0,1
9/28/2020,MP,0,0,,0,0
9/28/2020,MS,190,4807,601,237,2
9/28/2020,MT,306,6583,158,11,1
9/28/2020,NC,868,24937,897,0,4
9/28/2020,ND,259,860,105,13,21
9/28/2020,NE,467,2765,224,1,1
9/28/2020,NH,36,1845,16,1,0
9/28/2020,NJ,559,52479,421,11,-2
9/28/2020,NM,152,5240,66,8,0
9/28/2020,NV,463,3254,451,0,0
9/28/2020,NY,834,52102,543,0,12
9/28/2020,OH,993,33996,681,91,5
9/28/2020,OK,1684,0,579,21,3
9/28/2020,OR,174,3365,191,42,0
9/28/2020,PA,676,10421,481,0,1
9/28/2020,PR,1118,0,339,0,4
9/28/2020,RI,26,538,94,0,0
9/28/2020,SC,568,20822,753,22,11
9/28/2020,SD,197,643,209,15,0
9/28/2020,TN,737,14069,832,42,12
9/28/2020,TX,4611,150237,3201,0,11
9/28/2020,UT,827,5385,174,28,0
9/28/2020,VA,449,23629,890,62,13
9/28/2020,VI,0,0,,0,0
9/28/2020,VT,3,932,3,0,0
9/28/2020,WA,439,16144,268,24,0
9/28/2020,WI,1739,6159,640,47,2
9/28/2020,WV,164,3383,168,0,3
9/28/2020,WY,121,1956,22,2,0
9/27/2020,AK,116,0,43,0,4
9/27/2020,AL,730,5637,741,0,0
9/27/2020,AR,487,6257,452,33,23
9/27/2020,AS,0,0,,0,0
9/27/2020,AZ,411,8757,483,10,1
9/27/2020,CA,4071,146697,3129,0,55
9/27/2020,CO,584,9526,248,41,0
9/27/2020,CT,0,0,76,0,0
9/27/2020,DC,35,3145,96,0,0
9/27/2020,DE,104,1521,60,0,0
9/27/2020,FL,1882,16552,2103,66,12
9/27/2020,GA,812,13102,1868,26,32
9/27/2020,GU,0,0,30,0,0
9/27/2020,HI,127,1563,150,15,4
9/27/2020,IA,692,3033,343,0,3
9/27/2020,ID,539,2065,135,16,2
9/27/2020,IL,1604,49218,1486,0,13
9/27/2020,IN,901,7569,910,75,3
9/27/2020,KS,0,0,343,0,0
9/27/2020,KY,455,0,538,0,3
9/27/2020,LA,923,26161,557,0,21
9/27/2020,MA,592,17471,408,8,13
9/27/2020,MD,431,9632,328,16,10
9/27/2020,ME,28,14749,11,2,0
9/27/2020,MI,0,0,558,0,0
9/27/2020,MN,1075,14755,340,50,4
9/27/2020,MO,1392,7545,1125,0,0
9/27/2020,MP,1,0,,0,0
9/27/2020,MS,182,0,601,0,8
9/27/2020,MT,200,822,148,3,2
9/27/2020,NC,1290,29635,917,0,1
9/27/2020,ND,344,1045,96,6,0
9/27/2020,NE,434,4050,226,3,1
9/27/2020,NH,51,2057,20,2,0
9/27/2020,NJ,698,0,416,3,6
9/27/2020,NM,205,6243,72,15,5
9/27/2020,NV,373,2905,442,0,3
9/27/2020,NY,866,83904,541,0,6
9/27/2020,OH,800,36400,639,31,1
9/27/2020,OK,0,0,579,0,0
9/27/2020,OR,239,2580,199,0,1
9/27/2020,PA,918,14778,462,0,3
9/27/2020,PR,891,0,349,0,2
9/27/2020,RI,114,1858,94,0,0
9/27/2020,SC,614,9127,734,15,3
9/27/2020,SD,408,962,216,39,0
9/27/2020,TN,2104,40553,830,49,3
9/27/2020,TX,1694,20400,3217,0,37
9/27/2020,UT,1068,5102,184,27,5
9/27/2020,VA,736,9224,868,132,15
9/27/2020,VI,21,167,,0,0
9/27/2020,VT,3,711,2,0,0
9/27/2020,WA,604,18998,259,19,0
9/27/2020,WI,2247,5806,571,54,0
9/27/2020,WV,190,7242,169,0,2
9/27/2020,WY,168,0,22,4,0
9/26/2020,AK,113,1424,43,0,1
9/26/2020,AL,933,6684,709,0,10
9/26/2020,AR,809,6813,447,0,19
9/26/2020,AS,0,0,,0,0
9/26/2020,AZ,459,10194,509,33,35
9/26/2020,CA,4197,126286,3203,0,134
9/26/2020,CO,709,9218,248,25,5
9/26/2020,CT,0,0,76,0,0
9/26/2020,DC,52,4341,101,0,1
9/26/2020,DE,71,954,57,0,2
9/26/2020,FL,2795,26218,2099,171,107
9/26/2020,GA,1359,23502,1831,118,40
9/26/2020,GU,68,395,30,0,2
9/26/2020,HI,132,2980,150,8,3
9/26/2020,IA,899,5018,334,0,4
9/26/2020,ID,523,1772,135,29,1
9/26/2020,IL,2441,62776,1597,0,25
9/26/2020,IN,1142,7786,910,58,11
9/26/2020,KS,0,0,343,0,0
9/26/2020,KY,970,29298,538,46,5
9/26/2020,LA,0,0,570,0,0
9/26/2020,MA,569,13795,354,18,18
9/26/2020,MD,613,11203,347,54,8
9/26/2020,ME,25,0,8,1,0
9/26/2020,MI,996,39749,558,0,17
9/26/2020,MN,1470,16056,340,52,10
9/26/2020,MO,1716,14288,1101,0,69
9/26/2020,MP,0,0,,0,0
9/26/2020,MS,645,3682,601,0,17
9/26/2020,MT,343,2826,147,9,1
9/26/2020,NC,1759,38427,914,0,31
9/26/2020,ND,495,1100,104,20,0
9/26/2020,NE,431,2910,225,17,6
9/26/2020,NH,77,18150,18,2,1
9/26/2020,NJ,750,33107,426,39,6
9/26/2020,NM,263,7853,75,18,6
9/26/2020,NV,602,3740,442,0,9
9/26/2020,NY,1005,98948,527,0,4
9/26/2020,OH,1115,37279,625,58,6
9/26/2020,OK,990,17331,579,60,11
9/26/2020,OR,267,5498,199,0,4
9/26/2020,PA,1029,13895,444,0,22
9/26/2020,PR,508,0,342,0,7
9/26/2020,RI,103,3011,94,0,3
9/26/2020,SC,1371,14959,727,34,26
9/26/2020,SD,579,1608,213,34,2
9/26/2020,TN,1437,25597,855,51,22
9/26/2020,TX,4886,76478,3209,0,121
9/26/2020,UT,1017,8845,191,34,0
9/26/2020,VA,975,18955,924,29,8
9/26/2020,VI,0,0,,0,0
9/26/2020,VT,8,989,1,0,0
9/26/2020,WA,988,16754,264,55,20
9/26/2020,WI,2902,9767,574,79,7
9/26/2020,WV,205,6692,174,0,2
9/26/2020,WY,45,0,22,2,0
9/25/2020,AK,261,7873,43,0,6
9/25/2020,AL,2452,18617,718,74,-15
9/25/2020,AR,897,8085,478,42,20
9/25/2020,AS,0,0,,0,0
9/25/2020,AZ,515,7092,521,30,28
9/25/2020,CA,3400,95990,3307,0,84
9/25/2020,CO,548,8665,258,10,9
9/25/2020,CT,115,13563,76,0,2
9/25/2020,DC,57,5662,101,0,2
9/25/2020,DE,138,1320,53,0,1
9/25/2020,FL,2847,23648,2121,172,122
9/25/2020,GA,1468,21210,1891,132,52
9/25/2020,GU,23,546,31,0,3
9/25/2020,HI,90,0,150,16,2
9/25/2020,IA,974,5427,330,0,5
9/25/2020,ID,491,1948,147,12,3
9/25/2020,IL,2805,67279,1637,0,33
9/25/2020,IN,1171,8683,856,75,18
9/25/2020,KS,1366,9123,343,50,11
9/25/2020,KY,908,17485,553,28,12
9/25/2020,LA,706,17825,570,0,21
9/25/2020,MA,488,15400,389,13,11
9/25/2020,MD,559,10346,344,29,8
9/25/2020,ME,20,6408,10,0,0
9/25/2020,MI,1040,38448,558,0,8
9/25/2020,MN,1177,13128,303,56,6
9/25/2020,MO,1987,11647,1068,0,42
9/25/2020,MP,0,0,,0,0
9/25/2020,MS,722,3905,609,0,20
9/25/2020,MT,322,4276,140,25,5
9/25/2020,NC,6142,31284,903,0,53
9/25/2020,ND,434,1087,89,12,0
9/25/2020,NE,453,2482,231,12,0
9/25/2020,NH,0,0,16,0,0
9/25/2020,NJ,548,26359,405,33,6
9/25/2020,NM,237,6730,66,14,2
9/25/2020,NV,556,5292,460,0,9
9/25/2020,NY,908,93910,511,0,7
9/25/2020,OH,1150,38728,595,76,19
9/25/2020,OK,1276,12462,590,62,12
9/25/2020,OR,449,11959,199,28,3
9/25/2020,PA,806,12927,435,0,2
9/25/2020,PR,1063,0,376,0,8
9/25/2020,RI,-130,2581,94,0,1
9/25/2020,SC,1195,18166,773,49,18
9/25/2020,SD,457,1829,194,25,6
9/25/2020,TN,1910,31547,838,64,42
9/25/2020,TX,4633,47983,3221,0,97
9/25/2020,UT,1411,8831,190,49,4
9/25/2020,VA,941,19699,965,69,23
9/25/2020,VI,6,142,,0,0
9/25/2020,VT,7,1083,2,0,0
9/25/2020,WA,536,39447,269,8,-1
9/25/2020,WI,2629,12575,543,65,9
9/25/2020,WV,247,6122,177,0,5
9/25/2020,WY,115,1071,22,1,0
9/24/2020,AK,0,0,43,0,0
9/24/2020,AL,1053,6296,744,80,18
9/24/2020,AR,1086,9436,450,62,17
9/24/2020,AS,0,0,,0,0
9/24/2020,AZ,568,9983,565,17,34
9/24/2020,CA,3170,70264,3484,0,110
9/24/2020,CO,616,7865,259,28,0
9/24/2020,CT,157,15418,72,113,2
9/24/2020,DC,56,4363,97,0,0
9/24/2020,DE,117,1755,57,0,1
9/24/2020,FL,2541,20978,2169,188,179
9/24/2020,GA,1368,20233,1932,154,49
9/24/2020,GU,28,408,33,0,1
9/24/2020,HI,167,2549,162,14,2
9/24/2020,IA,1148,5579,305,0,8
9/24/2020,ID,396,1646,147,14,3
9/24/2020,IL,2257,59814,1713,0,30
9/24/2020,IN,899,7890,840,76,18
9/24/2020,KS,0,0,313,0,0
9/24/2020,KY,641,9152,543,24,13
9/24/2020,LA,577,16948,575,0,16
9/24/2020,MA,481,18101,375,14,15
9/24/2020,MD,503,8971,349,31,7
9/24/2020,ME,44,13887,14,1,0
9/24/2020,MI,1078,36639,558,0,6
9/24/2020,MN,912,11988,303,32,3
9/24/2020,MO,1365,13603,1056,0,5
9/24/2020,MP,0,0,,0,0
9/24/2020,MS,737,4311,631,0,4
9/24/2020,MT,330,4028,128,49,0
9/24/2020,NC,1688,26076,902,0,40
9/24/2020,ND,470,791,89,14,0
9/24/2020,NE,493,2774,200,33,1
9/24/2020,NH,37,2625,16,4,0
9/24/2020,NJ,564,28493,433,37,9
9/24/2020,NM,197,5878,72,17,3
9/24/2020,NV,390,3174,468,0,8
9/24/2020,NY,955,91998,500,0,2
9/24/2020,OH,991,23525,586,74,28
9/24/2020,OK,1083,11517,593,73,11
9/24/2020,OR,362,4011,187,30,1
9/24/2020,PA,853,13058,422,0,17
9/24/2020,PR,1182,0,364,0,10
9/24/2020,RI,134,2329,94,12,4
9/24/2020,SC,1021,15501,804,39,17
9/24/2020,SD,463,1066,194,8,8
9/24/2020,TN,835,15210,813,75,35
9/24/2020,TX,4320,115839,3204,0,138
9/24/2020,UT,1198,7919,216,35,0
9/24/2020,VA,902,29537,982,127,24
9/24/2020,VI,12,194,,0,0
9/24/2020,VT,2,924,3,0,0
9/24/2020,WA,509,1888,262,35,11
9/24/2020,WI,2478,10887,530,76,7
9/24/2020,WV,202,3243,173,0,6
9/24/2020,WY,136,1511,19,2,0
9/23/2020,AK,55,1952,43,0,0
9/23/2020,AL,569,4886,768,94,31
9/23/2020,AR,982,8076,460,43,20
9/23/2020,AS,0,0,,0,0
9/23/2020,AZ,438,8774,583,25,27
9/23/2020,CA,3146,72222,3557,0,133
9/23/2020,CO,654,5573,230,43,12
9/23/2020,CT,155,9919,73,0,1
9/23/2020,DC,29,1786,92,0,0
9/23/2020,DE,69,1138,61,0,1
9/23/2020,FL,2590,21048,2254,172,203
9/23/2020,GA,1457,18331,1924,259,96
9/23/2020,GU,45,378,33,0,0
9/23/2020,HI,63,1426,181,14,0
9/23/2020,IA,1036,5735,301,0,8
9/23/2020,ID,446,884,130,14,4
9/23/2020,IL,1848,44543,1563,0,22
9/23/2020,IN,711,6668,815,47,10
9/23/2020,KS,1267,6323,313,60,21
9/23/2020,KY,786,147736,530,20,5
9/23/2020,LA,616,12419,592,0,21
9/23/2020,MA,543,20120,361,21,19
9/23/2020,MD,385,7706,332,31,7
9/23/2020,ME,25,10578,14,-1,0
9/23/2020,MI,902,33327,501,0,16
9/23/2020,MN,678,5840,303,50,6
9/23/2020,MO,1580,1234,989,0,83
9/23/2020,MP,0,460,,0,0
9/23/2020,MS,552,3658,620,0,24
9/23/2020,MT,212,2939,124,17,2
9/23/2020,NC,952,16546,912,0,30
9/23/2020,ND,473,1309,89,11,0
9/23/2020,NE,397,2659,197,6,9
9/23/2020,NH,17,945,17,1,0
9/23/2020,NJ,408,24690,459,45,8
9/23/2020,NM,107,5541,69,13,3
9/23/2020,NV,509,2341,479,0,10
9/23/2020,NY,665,70265,490,0,5
9/23/2020,OH,903,41509,593,78,52
9/23/2020,OK,1089,11398,612,61,8
9/23/2020,OR,190,3354,188,19,6
9/23/2020,PA,898,12496,421,0,39
9/23/2020,PR,64,0,376,0,4
9/23/2020,RI,133,2596,86,9,3
9/23/2020,SC,897,17203,786,55,19
9/23/2020,SD,445,1341,192,44,0
9/23/2020,TN,1561,20378,919,75,14
9/23/2020,TX,3392,69550,3195,0,135
9/23/2020,UT,877,6022,190,34,1
9/23/2020,VA,580,10501,916,35,29
9/23/2020,VI,2,152,,0,0
9/23/2020,VT,1,-79,2,0,0
9/23/2020,WA,0,0,277,0,0
9/23/2020,WI,1895,11691,509,56,9
9/23/2020,WV,120,2791,163,0,2
9/23/2020,WY,153,0,21,0,1
9/22/2020,AK,48,2498,43,0,0
9/22/2020,AL,804,5453,796,117,18
9/22/2020,AR,617,5987,453,69,12
9/22/2020,AS,0,0,,0,0
9/22/2020,AZ,595,9097,527,22,20
9/22/2020,CA,2630,128643,3520,0,53
9/22/2020,CO,542,5633,239,10,1
9/22/2020,CT,136,11922,70,0,1
9/22/2020,DC,43,3846,95,0,0
9/22/2020,DE,94,1530,62,0,1
9/22/2020,FL,2470,16612,2319,228,99
9/22/2020,GA,882,11682,1960,96,73
9/22/2020,GU,43,431,39,0,2
9/22/2020,HI,56,1106,185,5,0
9/22/2020,IA,548,2939,285,0,12
9/22/2020,ID,410,1375,130,8,4
9/22/2020,IL,1531,40298,1455,0,29
9/22/2020,IN,599,6196,759,81,8
9/22/2020,KS,0,0,216,0,0
9/22/2020,KY,814,9402,511,24,7
9/22/2020,LA,752,20430,571,0,11
9/22/2020,MA,173,8992,371,18,11
9/22/2020,MD,344,6041,309,66,12
9/22/2020,ME,40,0,17,2,0
9/22/2020,MI,695,19516,501,0,16
9/22/2020,MN,480,4016,290,54,10
9/22/2020,MO,1059,21131,981,0,57
9/22/2020,MP,0,0,,0,0
9/22/2020,MS,465,5130,642,0,36
9/22/2020,MT,271,2476,111,8,3
9/22/2020,NC,1168,6222,905,0,39
9/22/2020,ND,264,295,92,22,5
9/22/2020,NE,305,1925,185,14,10
9/22/2020,NH,38,1247,11,1,0
9/22/2020,NJ,426,44040,417,35,7
9/22/2020,NM,104,3680,71,17,2
9/22/2020,NV,262,2020,441,0,15
9/22/2020,NY,754,83243,470,0,4
9/22/2020,OH,685,31941,593,70,12
9/22/2020,OK,1164,27070,628,100,14
9/22/2020,OR,318,3465,182,24,3
9/22/2020,PA,834,10735,429,0,19
9/22/2020,PR,120,0,369,0,4
9/22/2020,RI,112,1713,82,11,2
9/22/2020,SC,2665,25701,768,72,31
9/22/2020,SD,320,1003,178,26,0
9/22/2020,TN,739,11259,914,64,28
9/22/2020,TX,17820,27414,3207,0,77
9/22/2020,UT,650,6258,183,30,2
9/22/2020,VA,872,12143,940,21,39
9/22/2020,VI,7,145,,0,0
9/22/2020,VT,2,600,1,0,0
9/22/2020,WA,645,3698,277,52,33
9/22/2020,WI,1739,10865,474,73,7
9/22/2020,WV,213,2940,164,0,5
9/22/2020,WY,72,637,21,6,0
9/21/2020,AK,71,1649,47,0,0
9/21/2020,AL,818,4746,802,260,2
9/21/2020,AR,641,6944,439,19,16
9/21/2020,AS,0,0,,0,0
9/21/2020,AZ,233,6805,472,2,2
9/21/2020,CA,3294,146330,3459,0,31
9/21/2020,CO,501,6506,239,6,0
9/21/2020,CT,497,45121,68,0,3
9/21/2020,DC,23,2577,88,0,1
9/21/2020,DE,101,1691,53,0,6
9/21/2020,FL,1685,16486,2266,94,21
9/21/2020,GA,1184,18857,1970,17,2
9/21/2020,GU,30,366,38,0,1
9/21/2020,HI,77,1492,185,4,0
9/21/2020,IA,660,2656,271,0,9
9/21/2020,ID,244,2114,146,7,2
9/21/2020,IL,1477,36757,1436,0,7
9/21/2020,IN,522,6183,766,41,6
9/21/2020,KS,1674,8268,216,35,4
9/21/2020,KY,375,9817,496,25,1
9/21/2020,LA,243,6550,587,0,9
9/21/2020,MA,256,10579,367,8,7
9/21/2020,MD,412,7741,290,52,4
9/21/2020,ME,27,1227,17,1,1
9/21/2020,MI,1575,50623,501,0,12
9/21/2020,MN,925,8537,255,36,4
9/21/2020,MO,1463,5588,1022,0,12
9/21/2020,MP,1,0,,0,0
9/21/2020,MS,192,3551,621,108,0
9/21/2020,MT,130,8319,108,6,3
9/21/2020,NC,800,11921,885,0,4
9/21/2020,ND,286,970,87,7,9
9/21/2020,NE,286,2170,170,0,0
9/21/2020,NH,5,1836,11,1,0
9/21/2020,NJ,392,0,349,5,2
9/21/2020,NM,67,5376,64,6,2
9/21/2020,NV,232,1376,449,0,0
9/21/2020,NY,573,57746,468,0,1
9/21/2020,OH,856,30008,592,56,8
9/21/2020,OK,1101,0,522,53,2
9/21/2020,OR,194,2535,169,39,3
9/21/2020,PA,234,8849,418,0,23
9/21/2020,PR,638,0,386,0,1
9/21/2020,RI,52,711,78,0,3
9/21/2020,SC,416,11107,764,41,13
9/21/2020,SD,173,497,161,9,0
9/21/2020,TN,895,11385,789,40,15
9/21/2020,TX,9853,19157,3132,0,24
9/21/2020,UT,622,3264,154,26,1
9/21/2020,VA,627,16030,995,79,6
9/21/2020,VI,0,0,,0,0
9/21/2020,VT,4,840,3,0,0
9/21/2020,WA,349,13167,266,14,0
9/21/2020,WI,1296,5525,433,39,2
9/21/2020,WV,117,5095,162,0,2
9/21/2020,WY,73,1627,23,4,0
9/20/2020,AK,93,3982,43,0,0
9/20/2020,AL,798,4918,780,0,0
9/20/2020,AR,563,16197,404,4,8
9/20/2020,AS,0,0,,0,0
9/20/2020,AZ,467,10298,472,-6,9
9/20/2020,CA,4265,175007,3441,0,75
9/20/2020,CO,606,7227,237,10,0
9/20/2020,CT,0,0,77,0,0
9/20/2020,DC,53,4214,86,0,1
9/20/2020,DE,117,1593,60,0,0
9/20/2020,FL,2521,24014,2292,81,9
9/20/2020,GA,1134,14299,1926,39,3
9/20/2020,GU,0,0,36,0,0
9/20/2020,HI,109,0,185,26,0
9/20/2020,IA,621,3883,269,0,1
9/20/2020,ID,288,1445,146,10,3
9/20/2020,IL,1402,46609,1417,0,14
9/20/2020,IN,746,8579,754,52,3
9/20/2020,KS,0,0,286,0,0
9/20/2020,KY,436,0,496,0,3
9/20/2020,LA,936,31077,596,0,26
9/20/2020,MA,359,17059,364,8,15
9/20/2020,MD,412,10260,281,0,3
9/20/2020,ME,44,2907,16,0,0
9/20/2020,MI,0,0,557,0,0
9/20/2020,MN,1296,10784,248,39,2
9/20/2020,MO,1328,8556,1064,0,2
9/20/2020,MP,6,0,,0,0
9/20/2020,MS,277,0,630,0,1
9/20/2020,MT,136,1837,104,3,1
9/20/2020,NC,1333,32465,889,0,8
9/20/2020,ND,351,1402,81,7,0
9/20/2020,NE,410,2955,174,0,0
9/20/2020,NH,27,1642,10,0,0
9/20/2020,NJ,453,59961,380,10,3
9/20/2020,NM,162,6331,68,15,6
9/20/2020,NV,385,4113,443,0,3
9/20/2020,NY,862,99493,468,0,2
9/20/2020,OH,762,35840,563,23,3
9/20/2020,OK,1003,0,522,0,3
9/20/2020,OR,202,1957,145,0,1
9/20/2020,PA,733,12052,400,0,25
9/20/2020,PR,845,0,384,0,3
9/20/2020,RI,82,1705,78,6,3
9/20/2020,SC,468,8862,733,30,11
9/20/2020,SD,252,880,170,20,2
9/20/2020,TN,2075,37964,772,43,2
9/20/2020,TX,2466,27846,3081,0,45
9/20/2020,UT,920,5295,187,17,0
9/20/2020,VA,856,14606,939,11,25
9/20/2020,VI,27,331,,0,0
9/20/2020,VT,5,1090,2,0,0
9/20/2020,WA,597,17773,262,33,0
9/20/2020,WI,1735,6655,407,34,1
9/20/2020,WV,180,4638,167,0,2
9/20/2020,WY,91,0,16,1,0
9/19/2020,AK,87,4470,41,0,0
9/19/2020,AL,1301,8256,747,0,9
9/19/2020,AR,1078,0,372,31,0
9/19/2020,AS,0,0,,0,0
9/19/2020,AZ,609,10231,528,17,16
9/19/2020,CA,4304,162396,3510,0,100
9/19/2020,CO,605,8023,230,20,2
9/19/2020,CT,0,0,77,0,0
9/19/2020,DC,50,3709,85,0,0
9/19/2020,DE,83,990,53,0,1
9/19/2020,FL,3573,26720,2266,143,63
9/19/2020,GA,2284,31153,1944,135,62
9/19/2020,GU,43,262,36,0,1
9/19/2020,HI,137,10299,200,15,13
9/19/2020,IA,847,4897,282,0,4
9/19/2020,ID,470,2173,146,19,4
9/19/2020,IL,2529,71757,1469,0,25
9/19/2020,IN,1076,10101,762,56,8
9/19/2020,KS,0,0,286,0,0
9/19/2020,KY,978,1947,496,24,7
9/19/2020,LA,0,0,647,0,0
9/19/2020,MA,599,20729,362,23,26
9/19/2020,MD,682,13255,324,49,7
9/19/2020,ME,30,6733,14,2,1
9/19/2020,MI,587,32852,557,0,15
9/19/2020,MN,914,11644,241,33,13
9/19/2020,MO,1387,10857,1004,0,13
9/19/2020,MP,0,0,,0,0
9/19/2020,MS,1152,68302,630,0,29
9/19/2020,MT,292,1993,104,12,10
9/19/2020,NC,1229,20771,882,0,28
9/19/2020,ND,377,932,78,11,0
9/19/2020,NE,466,2954,185,13,0
9/19/2020,NH,59,1155,8,0,0
9/19/2020,NJ,461,0,412,24,3
9/19/2020,NM,151,5645,72,7,5
9/19/2020,NV,323,3762,443,0,4
9/19/2020,NY,986,109458,467,0,2
9/19/2020,OH,951,34639,585,63,4
9/19/2020,OK,1237,16047,522,88,4
9/19/2020,OR,257,4231,145,0,4
9/19/2020,PA,1162,13475,470,0,22
9/19/2020,PR,1309,0,403,0,6
9/19/2020,RI,178,2283,75,12,3
9/19/2020,SC,922,10939,826,39,11
9/19/2020,SD,369,1148,153,22,2
9/19/2020,TN,942,22803,837,53,20
9/19/2020,TX,3827,114548,3124,0,135
9/19/2020,UT,1077,7136,177,33,3
9/19/2020,VA,953,34167,960,71,41
9/19/2020,VI,0,0,,0,0
9/19/2020,VT,4,697,3,0,0
9/19/2020,WA,0,0,248,0,0
9/19/2020,WI,2403,10189,362,50,3
9/19/2020,WV,191,6162,169,0,11
9/19/2020,WY,33,0,16,2,0
9/18/2020,AK,116,2314,36,0,1
9/18/2020,AL,1106,7036,744,148,27
9/18/2020,AR,871,10390,381,36,7
9/18/2020,AS,0,0,,0,0
9/18/2020,AZ,1282,8155,516,44,42
9/18/2020,CA,3630,93519,3570,0,91
9/18/2020,CO,459,6860,213,39,6
9/18/2020,CT,141,13734,77,0,4
9/18/2020,DC,62,5738,91,0,0
9/18/2020,DE,48,1422,58,0,1
9/18/2020,FL,3204,24084,2383,190,140
9/18/2020,GA,1834,20227,1975,149,63
9/18/2020,GU,29,371,41,0,2
9/18/2020,HI,159,3670,197,18,4
9/18/2020,IA,1183,5410,281,0,9
9/18/2020,ID,396,1791,123,24,5
9/18/2020,IL,2223,59798,1481,0,23
9/18/2020,IN,1037,10751,804,53,17
9/18/2020,KS,1415,9108,286,55,10
9/18/2020,KY,758,12408,500,26,8
9/18/2020,LA,979,21817,647,0,29
9/18/2020,MA,454,21786,338,18,9
9/18/2020,MD,543,9982,347,62,8
9/18/2020,ME,43,13003,11,1,0
9/18/2020,MI,778,32521,557,0,-1
9/18/2020,MN,1085,14206,250,41,8
9/18/2020,MO,1795,10004,1025,0,23
9/18/2020,MP,0,0,,0,0
9/18/2020,MS,0,0,630,0,0
9/18/2020,MT,224,3032,105,6,3
9/18/2020,NC,1443,33402,904,0,27
9/18/2020,ND,507,1516,77,14,0
9/18/2020,NE,502,3222,188,9,3
9/18/2020,NH,47,1961,7,0,0
9/18/2020,NJ,487,25611,413,25,4
9/18/2020,NM,158,7609,69,19,4
9/18/2020,NV,501,3517,461,0,18
9/18/2020,NY,790,88937,478,0,10
9/18/2020,OH,1011,33761,634,62,28
9/18/2020,OK,1249,13131,516,57,9
9/18/2020,OR,492,3506,145,15,0
9/18/2020,PA,760,11530,521,0,21
9/18/2020,PR,817,0,435,0,11
9/18/2020,RI,132,2148,85,7,3
9/18/2020,SC,872,22945,798,58,19
9/18/2020,SD,389,1792,144,15,5
9/18/2020,TN,2357,36106,871,84,32
9/18/2020,TX,3422,96203,3172,0,123
9/18/2020,UT,1117,7442,184,43,0
9/18/2020,VA,1242,8481,945,71,29
9/18/2020,VI,4,171,,0,0
9/18/2020,VT,1,903,6,0,0
9/18/2020,WA,404,13219,248,19,6
9/18/2020,WI,2580,10534,342,47,7
9/18/2020,WV,253,4597,175,0,3
9/18/2020,WY,95,760,16,4,0
9/17/2020,AK,106,7193,41,0,0
9/17/2020,AL,670,3472,740,137,9
9/17/2020,AR,992,9749,389,56,9
9/17/2020,AS,0,0,,0,0
9/17/2020,AZ,1753,22668,594,-4,38
9/17/2020,CA,3238,76277,3621,0,106
9/17/2020,CO,587,5602,248,26,0
9/17/2020,CT,220,13648,75,90,1
9/17/2020,DC,47,3030,100,0,2
9/17/2020,DE,84,1179,66,0,0
9/17/2020,FL,3255,23695,2385,198,147
9/17/2020,GA,1847,23923,1977,170,55
9/17/2020,GU,32,370,44,0,2
9/17/2020,HI,102,2390,210,13,3
9/17/2020,IA,948,5379,271,0,14
9/17/2020,ID,283,1440,123,27,6
9/17/2020,IL,2056,55744,1558,0,25
9/17/2020,IN,837,6921,778,64,6
9/17/2020,KS,0,0,278,0,0
